mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method,mention_count,context_len,gold_label,sent_pos,sent_neg
98,1473,3,gucci,so i let her in my coupe i stashed her in my fender wall and stashed her in my tire susie is a money maker but that bitch a liar susie roll in 08 rari but that girl on fire pull us over candler road said she had some priors ten bricks in my car shawty singing like mariah singing like the choir better yet singing like mya well my name is susie and gucci think i love him that sucka,1013,1018,negative,nlp_regex_ner,1,382,1,0,1
99,1539,59,maybach,maybach music its deeper than the verse baby its deeper than the rap doin a hundred fifty miles and runnin get up in my way then you know that im gunnin laugh about the dough but really aint nothin funny gettin rich in a rush,0,7,negative,nlp_regex_ner,1,225,1,0,1
100,1555,3,gucci,we so high in the club and this girl really dig me her lil baby brother wanna be like gucci got a plasma screen chain like a 60 movie shorty say borin gucci starts grooving gnarly bob marley im smoking no need to fix the flow,239,244,negative,nlp_regex_ner,7,225,1,0,1
101,1555,3,gucci,its not broken hate gucci mane is you rolling bitch i might be,399,404,positive,nlp_regex_ner,1,62,2,1,0
102,1679,3,gucci,ok gucci backpack fresh black adidas,3,8,positive,nlp_regex_ner,1,36,1,1,0
103,1679,23,adidas,ok gucci backpack fresh black adidas,30,36,positive,nlp_regex_ner,1,36,1,1,0
104,1743,3,gucci,i wonder if i take you home will you still love me after this night mike was the hard head from around the way that she wanted all her life shit she wanted all the hype used to hold on tight when he wheelied on the bike he was a willie all her life he wasnt really the one to like it was a dude named sha who would really treat her right he wanted to run to the country to escape the city life but isis liked this broadway life she loved the gucci sneakers the red green and whites hangin out the window when she first seen him fight she was so turned on that she had to shower twice how ironic it would be some fight that turned into a homicide thatll alter their life see mike at 32 was still on the scene had a son 15 that he never saw twice sure he saw him as an infant but he disowned him like if that was my son he would look much different see im lightskinned and that baby theres dark so its mamas baby papas maybe mike was still crazy out there runnin the streets had his old reliable 38 gun in his reach its been fourteen years him and isis aint speak he runnin around like lifes a peach til one day he approached this thug that had a mean mug and it looked so familiar that he called him young cuz told him get off the strip but the boy aint budge instead he pulled out a newer 38 snub he clearly had the drop but the boy just paused there was somethin in this mans face he knew he seen before its like lookin in the mirror seein his self more mature and he took it as a sign from the almighty lord you know what they say about he who hesitates in war he who hesitates is lost he cant explain what he saw before his picture went blank the old man didnt think he just followed his instinct six shots into his kin out of the gun niggas be a father youre killin your son six shots into his kin out of the gun niggas be a father you killin your sons,2303,2308,negative,nlp_regex_ner,1,1856,1,0,1
105,1801,7,yves saint laurent,i dont wear it if its in the mall seen it on the blogs these motherfuckers cost yves saint laurent you can tell by the fonts i do what i want wake up when its lunch walk like im drunk uh swagga so uh goyard trunks go around,351,369,negative,nlp_regex_ner,1,223,1,0,1
106,1849,21,nike,like i dont fuckin care if i aint strapped that means i took em off my nike airs get off mine yall talk shit like little children but wanna ride mine like bitches when i walk up in the building cause i catch tans in the winter with wild whores jetskiin while you keep warm at corner stores i make it hot floodin your block the best way professionallay theyll find poison in your xray as i get roasted lookin at biggie posted on my wall takin shots of louie til i fall nothin to lose just load the clip up in the groove and kick rhymes to the poster til i swear big moved my team you would think was on thorazine how we floss and dont give a fuck what its costin,752,756,negative,nlp_regex_ner,1,661,1,0,1
107,1851,5,christian dior,i dont think they really ready for my wardrobe i show up right before the store close and blow the fee from my last four shows i do one song and use four flows she used to be a christian before now all she wanna do is shop for christian dior clothes like baby those are cute,227,241,negative,nlp_regex_ner,1,274,1,0,1
108,1851,26,coach,no teamplaying no screensetting because i wanna win games coach im through assisting the takeover the breaks over nigga and ima keep killing em until the day that drakes over the waits over the tapes coming they bullshitting but i am equipped with great plumbing the human mentality so eager to hate something and try to play it off like it aint jumping and its the predicament that you found drake in the condo that i just purchased sound vacant cause i have just been sittin in this cell thinking what i couldve done to make my first video groundbreaking and whenever im flowing on the mic aside from talking bout the d im throwing in your wife i treat this one session as if it were my last and i pretend tomorrow is the day im going in for life like that,1540,1545,negative,nlp_regex_ner,1,758,1,0,1
109,1851,36,guess,i guess im cool with pippen til i mention that i wanna play a new position,1409,1414,positive,nlp_regex_ner,1,74,2,1,0
110,1853,3,gucci,break up is from lil waynes 2009 mixtape no ceilings the original version of break up was performed by mario gucci mane and sean garrett bangladesh no ceilings motherfucker,109,114,negative,nlp_regex_ner,1,172,1,0,1
111,1907,59,maybach,maybach music check im not a star somebody lied i got a pistol in the car a 45 if i die today remember me like john lennon buried in louie im talkin all brown linen make all of my bitches tattoo my logo on they titty put a statue of a nigga in the middle of the city load up the choppers like its december 31st roll up and cock it and hit them niggas where it hurts told on my partner and helped them crackers give him thirty,0,7,negative,nlp_regex_ner,1,425,1,0,1
112,1937,59,maybach,oh shit hello america maybach music hahaha,124,131,positive,nlp_regex_ner,1,42,2,1,0
113,1962,26,coach,no i won rings with my performance im more kobe bryant of an artist same coach same game been starting same triangle offense i come through the lane like a dodge and referee niggas is lame,1133,1138,negative,nlp_regex_ner,1,188,1,0,1
114,2058,2,louis,you know what im saying hm kanye got stacks yall already know that louis that gucci this just got a model chick just got a stripper chick something feel different cute little college chick lining up a scholarship just got a school grant spent that on some new tits aint that a true bitch let me show you how to do this shit get you a cute chick face got potential working with her little hips waist like a pencil know how niggas play you,380,385,negative,nlp_regex_ner,1,437,1,0,1
115,2058,3,gucci,you know what im saying hm kanye got stacks yall already know that louis that gucci this just got a model chick just got a stripper chick something feel different cute little college chick lining up a scholarship just got a school grant spent that on some new tits aint that a true bitch let me show you how to do this shit get you a cute chick face got potential working with her little hips waist like a pencil know how niggas play you,391,396,negative,nlp_regex_ner,1,437,1,0,1
116,2076,62,timbs,so its plain to see where my whole plan come from american dream im living the life still way i shine is like a zillion dollar light bill still im grinding army jacket lining 40 below timbs on getting my ms on my best friends gone,473,478,negative,nlp_regex_ner,1,230,1,0,1
117,2110,26,coach,but he never fly coach he a mothafuckin trip trip sailor of the ship ship when he make it drip drip kiss him on the lip lip,344,349,negative,nlp_regex_ner,1,123,1,0,1
118,2188,3,gucci,my chain is really stupid but my swag is real retarded im shittin on all these haters like im rappin on the toilet my wordplay is unique its so sweet that i keep a cavity your money is petite my money defies laws of gravity so quarantine the studio cause gucci got a sick flow sicker than tuberculosis i keep spittin these cancer verses so please give me a cancer stick cause i just fucked all over ya my lunch that cost me half a brick cause we ate in cambodia made seven million after taxes guess yall lames just have to practice see the world through guccis glasses,255,260,negative,nlp_regex_ner,2,568,1,0,1
